24974.6,25478.2,25582.377777777776,15531.688888888888,1
25478.2,25582.377777777776,15531.688888888888,10175.755555555554,1
25582.377777777776,15531.688888888888,10175.755555555554,21251.38895062003,1
16459.48888888889,15789.266666666666,14857.666666666666,18057.377777777776,1
20877.91111111111,21944.24444444444,22093.42222222222,10608.244444444445,1
21944.24444444444,22093.42222222222,10608.244444444445,7261.555555555556,1
22093.42222222222,10608.244444444445,7261.555555555556,13247.555555555555,1
13507.678289663756,12945.355555555554,13268.266666666666,10338.288888888888,1
25542.844444444443,22565.533333333333,18822.91111111111,26110.577777777777,1
19074.733333333334,21821.42222222222,21389.644444444442,15988.71111111111,1
16165.214879338695,15268.31111111111,13665.044444444444,17210.933333333334,1
16459.48888888889,15789.266666666666,14857.666666666666,18057.377777777776,1
20877.91111111111,21944.24444444444,22093.42222222222,10608.244444444445,1
21944.24444444444,22093.42222222222,10608.244444444445,7261.555555555556,1
22093.42222222222,10608.244444444445,7261.555555555556,13247.555555555555,1
13507.678289663756,12945.355555555554,13268.266666666666,10338.288888888888,1
21766.066666666666,21509.28888888889,18746.44444444444,14835.355555555554,1
22441.222222222223,21959.688888888886,18260.688888888886,14606.733333333334,1
26584.866666666665,26050.333333333332,22491.555555555555,14991.355555555554,1
26050.333333333332,22491.555555555555,14991.355555555554,22961.911111111112,1
29122.644444444442,29840.844444444447,26206.11111111111,20124.288888888885,1
29840.844444444447,26206.11111111111,20124.288888888885,27648.755555555552,1
20124.288888888885,27648.755555555552,26379.644444444442,19727.28888888889,1
27648.755555555552,26379.644444444442,19727.28888888889,6764.444444444444,1
26379.644444444442,19727.28888888889,6764.444444444444,13449.844444444443,1
19727.28888888889,6764.444444444444,13449.844444444443,21724.11111111111,1
6764.444444444444,13449.844444444443,21724.11111111111,27826.4,1
27826.4,29321.177777777775,25670.155555555553,17240.155555555553,1
29321.177777777775,25670.155555555553,17240.155555555553,25834.319128354407,1
26471.533333333333,26499.199999999997,23336.577777777777,16761.82222222222,1
26499.199999999997,23336.577777777777,16761.82222222222,26051.244444444445,1
24760.11111111111,24735.8,20802.777777777774,16124.288888888888,1
24735.8,20802.777777777774,16124.288888888888,26169.11111111111,1
29564.688888888886,29590.444444444445,26218.422222222223,18240.977777777778,1
29590.444444444445,26218.422222222223,18240.977777777778,27734.711111111108,1
28033.377777777776,27619.31111111111,27911.511111111107,26967.066666666666,0,1
27619.31111111111,27911.511111111107,26967.066666666666,27455.666666666668,0,1
27911.511111111107,26967.066666666666,27455.666666666668,28383.91111111111,0,1
26967.066666666666,27455.666666666668,28383.91111111111,28374.177777777775,0,1
27455.666666666668,28383.91111111111,28374.177777777775,27157,0,1
28383.91111111111,28374.177777777775,27157,26796.222222222223,0,1
28374.177777777775,27157,26796.222222222223,27294.955555555553,0,1
27157,26796.222222222223,27294.955555555553,27618.177777777775,0,1
26796.222222222223,27294.955555555553,27618.177777777775,26884.31111111111,0,1
