28033.377777777776,27619.31111111111,27911.511111111107,26967.066666666666,0
27619.31111111111,27911.511111111107,26967.066666666666,27455.666666666668,0
27911.511111111107,26967.066666666666,27455.666666666668,28383.91111111111,0
26967.066666666666,27455.666666666668,28383.91111111111,28374.177777777775,0
27455.666666666668,28383.91111111111,28374.177777777775,27157,0
28383.91111111111,28374.177777777775,27157,26796.222222222223,0
28374.177777777775,27157,26796.222222222223,27294.955555555553,0
27157,26796.222222222223,27294.955555555553,27618.177777777775,0
26796.222222222223,27294.955555555553,27618.177777777775,26884.31111111111,0
27294.955555555553,27618.177777777775,26884.31111111111,27340.155555555553,0
27618.177777777775,26884.31111111111,27340.155555555553,28165.24444444444,0
26884.31111111111,27340.155555555553,28165.24444444444,28008.31111111111,0
27340.155555555553,28165.24444444444,28008.31111111111,27535.466666666667,0
28165.24444444444,28008.31111111111,27535.466666666667,27193.91111111111,0
28008.31111111111,27535.466666666667,27193.91111111111,28173,0
27535.466666666667,27193.91111111111,28173,28584.91111111111,0
27193.91111111111,28173,28584.91111111111,27596.133333333335,0
28173,28584.91111111111,27596.133333333335,27993.48888888889,0
28584.91111111111,27596.133333333335,27993.48888888889,28979.355555555554,0
27596.133333333335,27993.48888888889,28979.355555555554,29080.133333333335,0
27993.48888888889,28979.355555555554,29080.133333333335,28459.844444444443,0
28979.355555555554,29080.133333333335,28459.844444444443,28300.11111111111,0
29080.133333333335,28459.844444444443,28300.11111111111,28917.82222222222,0
28459.844444444443,28300.11111111111,28917.82222222222,28951.533333333333,0
28300.11111111111,28917.82222222222,28951.533333333333,28475.333333333332,0
28917.82222222222,28951.533333333333,28475.333333333332,28263.844444444443,0
28951.533333333333,28475.333333333332,28263.844444444443,28977.8,0
28475.333333333332,28263.844444444443,28977.8,29028.688888888886,0
28263.844444444443,28977.8,29028.688888888886,28601.066666666666,0
28977.8,29028.688888888886,28601.066666666666,28081.42222222222,0
29028.688888888886,28601.066666666666,28081.42222222222,28819.48888888889,0
28601.066666666666,28081.42222222222,28819.48888888889,28625,0
28081.42222222222,28819.48888888889,28625,28491.844444444443,0
28819.48888888889,28625,28491.844444444443,28582.355555555554,0
28625,28491.844444444443,28582.355555555554,29564.533333333333,0
28491.844444444443,28582.355555555554,29564.533333333333,29625.844444444443,0
28582.355555555554,29564.533333333333,29625.844444444443,29346.133333333335,0
29564.533333333333,29625.844444444443,29346.133333333335,28531.28888888889,0
29625.844444444443,29346.133333333335,28531.28888888889,29610.28888888889,0
29346.133333333335,28531.28888888889,29610.28888888889,28586.955555555553,0
28531.28888888889,29610.28888888889,28586.955555555553,28467.933333333334,0
29610.28888888889,28586.955555555553,28467.933333333334,27242.866666666665,0
28586.955555555553,28467.933333333334,27242.866666666665,27438.755555555555,0
28467.933333333334,27242.866666666665,27438.755555555555,27892.733333333334,0
27242.866666666665,27438.755555555555,27892.733333333334,27988.04444444444,0
27438.755555555555,27892.733333333334,27988.04444444444,27392.28888888889,0
27892.733333333334,27988.04444444444,27392.28888888889,27446.577777777777,0
27988.04444444444,27392.28888888889,27446.577777777777,27547.266666666666,0
27392.28888888889,27446.577777777777,27547.266666666666,28060.2,0
27446.577777777777,27547.266666666666,28060.2,28307,0
27547.266666666666,28060.2,28307,29485.977777777774,0
28060.2,28307,29485.977777777774,29538.022222222222,0
28307,29485.977777777774,29538.022222222222,29218.666666666668,0
29485.977777777774,29538.022222222222,29218.666666666668,27808.577777777777,0
29538.022222222222,29218.666666666668,27808.577777777777,28046.48888888889,0
29218.666666666668,27808.577777777777,28046.48888888889,28867.333333333332,0
27808.577777777777,28046.48888888889,28867.333333333332,28894.222222222223,0
28046.48888888889,28867.333333333332,28894.222222222223,28111.933333333334,0
28867.333333333332,28894.222222222223,28111.933333333334,28166,0
28894.222222222223,28111.933333333334,28166,29093.333333333332,0
28111.933333333334,28166,29093.333333333332,29175.466666666667,0
28166,29093.333333333332,29175.466666666667,28206.11111111111,0
29093.333333333332,29175.466666666667,28206.11111111111,28043.82222222222,0
29175.466666666667,28206.11111111111,28043.82222222222,28936.377777777776,0
28206.11111111111,28043.82222222222,28936.377777777776,29140.466666666667,0
28043.82222222222,28936.377777777776,29140.466666666667,28303.44444444444,0
